"model1" "model2" "MEC1" "MEC2" "IAS1" "IAS2" "NF1" "NF2" "MSE_Train1" "MSE_Train2" "MSE_Test1" "MSE_Test2" "MSE_Test_MEC_prop1" "MSE_Test_MEC_prop2" "Base_Ret1" "Base_Ret2" "Hedge_Ret1" "Hedge_Ret2"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.4253856751086e-05" "7.85720111707653e-07" "3.71429557226195e-05" "3.74046608496376e-06" "3.71429557226195e-05" "1.12213982548913e-05" "0.00604101532014817" "0.00604101532014817" "0.00502776903293785" "0.00467286870045957"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.92269505106618e-05" "8.55545257585486e-07" "3.80710588990161e-05" "1.8436125505803e-06" "3.80710588990161e-05" "5.5308376517409e-06" "0.00607597961475787" "0.00607597961475787" "0.00575406502528207" "0.00475231417311067"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.73530408207491e-05" "7.51147660171128e-07" "3.35832430624977e-05" "2.32843434416862e-06" "3.35832430624977e-05" "6.98530303250587e-06" "0.0057916706517401" "0.0057916706517401" "0.00519457098223742" "0.00451798621985196"
"lm" "svmRadial" "1" "3" "0" "0.03" "3" "3" "4.25530299873796e-05" "8.20650383699316e-07" "4.38970604741792e-05" "4.66187111388502e-06" "4.38970604741792e-05" "1.39856133416551e-05" "0.00657879067474535" "0.00657879067474535" "0.00551215457595871" "0.00433353579403547"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.56505897311249e-05" "7.85065093669026e-07" "4.12579155125002e-05" "1.67047741481282e-06" "4.12579155125002e-05" "5.01143224443846e-06" "0.00627741431351604" "0.00627741431351604" "0.00631966520874461" "0.00545754646045702"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "2.98025500842901e-05" "7.01136347096948e-07" "4.62463051289913e-05" "4.41406836303929e-06" "4.62463051289913e-05" "1.32422050891179e-05" "0.00685910429959977" "0.00685910429959977" "0.00537106022504344" "0.00463789423647764"
"lm" "svmRadial" "1" "3" "0" "0.03" "3" "3" "4.35024458042263e-05" "6.78888103752896e-07" "3.41780887364016e-05" "2.50538272080469e-06" "3.41780887364016e-05" "7.51614816241407e-06" "0.00564405577224039" "0.00564405577224039" "0.00552339423190736" "0.00518593532725527"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "2.88759777295321e-05" "8.43440972914251e-07" "4.3054571582371e-05" "2.36726199923791e-06" "4.3054571582371e-05" "7.10178599771373e-06" "0.00648718233255457" "0.00648718233255457" "0.00548290077851897" "0.0043856347739422"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.8594137929968e-05" "7.75589468533819e-07" "4.46181546643023e-05" "4.68640894909905e-06" "4.46181546643023e-05" "1.40592268472972e-05" "0.00664337243823235" "0.00664337243823235" "0.00587417462956428" "0.00477002910208704"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.73160459759549e-05" "8.53203968517828e-07" "3.76059688916122e-05" "2.34106201044603e-06" "3.76059688916122e-05" "7.0231860313381e-06" "0.00610037968139305" "0.00610037968139305" "0.00572593070850785" "0.00465868754015318"
"lm" "svmRadial" "1" "3" "0" "0.03" "3" "3" "3.75794770893272e-05" "7.1285464668114e-07" "3.62914628406575e-05" "4.48451781476538e-06" "3.62914628406575e-05" "1.34535534442962e-05" "0.006051418075742" "0.006051418075742" "0.00534166365679892" "0.00401944831528511"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.54878760605824e-05" "7.53609130849374e-07" "3.32408390634248e-05" "1.95003570274062e-06" "3.32408390634248e-05" "5.85010710822186e-06" "0.00581385242497635" "0.00581385242497635" "0.00571361967716671" "0.0045560441838025"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.89009589588547e-05" "7.1772515161203e-07" "4.23122183275069e-05" "3.30666299149831e-06" "4.23122183275069e-05" "9.91998897449494e-06" "0.00642829006137784" "0.00642829006137784" "0.00613504285552527" "0.00464809467863158"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.50281395252368e-05" "7.52399835856141e-07" "3.2768418453846e-05" "2.45601582860293e-06" "3.2768418453846e-05" "7.3680474858088e-06" "0.00569052871672882" "0.00569052871672882" "0.005027711759139" "0.00456699929752018"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.1126109102383e-05" "8.30784305544289e-07" "3.26965331980246e-05" "1.57819208609264e-06" "3.26965331980246e-05" "4.73457625827792e-06" "0.00565850793463891" "0.00565850793463891" "0.00507842611002356" "0.00452600858940846"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.99708135363397e-05" "7.75492414520248e-07" "4.13935435326801e-05" "2.90491301806644e-06" "4.13935435326801e-05" "8.71473905419934e-06" "0.00630431178446258" "0.00630431178446258" "0.00537951142317576" "0.00483176528659023"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.83231303433405e-05" "9.5647711210655e-07" "3.26117138894329e-05" "1.86178145158068e-06" "3.26117138894329e-05" "5.58534435474202e-06" "0.00567877183060447" "0.00567877183060447" "0.00538161698043474" "0.00433550910755059"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.05011507547636e-05" "7.43803121808583e-07" "3.7197154897347e-05" "2.18979246980852e-06" "3.7197154897347e-05" "6.56937740942556e-06" "0.00605806191382978" "0.00605806191382978" "0.00578541250983892" "0.00467360006045868"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.97321574678275e-05" "6.86918095148043e-07" "3.82915569567347e-05" "2.27368886323716e-06" "3.82915569567347e-05" "6.82106658971149e-06" "0.00611758215516268" "0.00611758215516268" "0.00618520505732058" "0.00436564088576028"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.59490881802133e-05" "7.44628524807594e-07" "4.7909657087392e-05" "4.28374696829788e-06" "4.7909657087392e-05" "1.28512409048937e-05" "0.00691467612092359" "0.00691467612092359" "0.00581735116678883" "0.00431232630774853"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "4.110835891623e-05" "6.83706586185098e-07" "3.73394135006988e-05" "3.53226555609489e-06" "3.73394135006988e-05" "1.05967966682847e-05" "0.00596487158370448" "0.00596487158370448" "0.00557338490207322" "0.0041814748438359"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "4.00339054908387e-05" "7.67640558813396e-07" "4.25239488951158e-05" "2.06318250300564e-06" "4.25239488951158e-05" "6.18954750901692e-06" "0.00643640309414872" "0.00643640309414872" "0.0062663965860354" "0.00437143160015069"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "4.10663255975653e-05" "5.68733528033498e-07" "3.95422842400433e-05" "7.54845881857446e-06" "3.95422842400433e-05" "2.26453764557234e-05" "0.00622124403054858" "0.00622124403054858" "0.0052242904804048" "0.00443818750769842"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.33572636654741e-05" "7.33632103363024e-07" "4.41253494775812e-05" "3.02675897121219e-06" "4.41253494775812e-05" "9.08027691363656e-06" "0.0064886618910213" "0.0064886618910213" "0.00650866761325792" "0.00460248117932408"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.21040643443529e-05" "8.25508031252214e-07" "3.64610532523237e-05" "2.55850750282075e-06" "3.64610532523237e-05" "7.67552250846226e-06" "0.00598040258812712" "0.00598040258812712" "0.00568117835060629" "0.00451643343007205"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.77374182373801e-05" "6.93634619300648e-07" "4.01403414341812e-05" "5.79705201258725e-06" "4.01403414341812e-05" "1.73911560377618e-05" "0.0062556315210562" "0.0062556315210562" "0.00551415091251186" "0.00456080442232851"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.84630200605483e-05" "7.0462595067603e-07" "3.71136477536654e-05" "1.34105968820714e-06" "3.71136477536654e-05" "4.02317906462141e-06" "0.00609463213867421" "0.00609463213867421" "0.00570984862670119" "0.00461416059404601"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "4.59759264187119e-05" "1.23509384004498e-06" "3.67776039632424e-05" "1.57160599824088e-06" "3.67776039632424e-05" "4.71481799472263e-06" "0.0058692718351352" "0.0058692718351352" "0.00600448908714434" "0.00550627374911167"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.48677720912627e-05" "7.71754610923753e-07" "3.47391536929145e-05" "1.6988396923657e-06" "3.47391536929145e-05" "5.0965190770971e-06" "0.00581157051041629" "0.00581157051041629" "0.00574490624520842" "0.00481322891270346"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.73532329399975e-05" "1.66312926496092e-06" "4.02727223900221e-05" "2.12994228541059e-06" "4.02727223900221e-05" "6.38982685623176e-06" "0.006120498469135" "0.006120498469135" "0.00567228684669489" "0.00430026485271462"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "5.02662837779396e-05" "8.0673495096058e-07" "3.49400166779668e-05" "1.98142002325641e-06" "3.49400166779668e-05" "5.94426006976923e-06" "0.00589599444968781" "0.00589599444968781" "0.00564438351430793" "0.00450514750622779"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.11314319310604e-05" "9.44622798103922e-07" "5.00660202442891e-05" "5.01446023985425e-06" "5.00660202442891e-05" "1.50433807195627e-05" "0.0069742019068495" "0.0069742019068495" "0.00587291469711968" "0.00396300213715453"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.7365419327892e-05" "7.24175654689573e-07" "4.09682207833921e-05" "3.04627659920759e-06" "4.09682207833921e-05" "9.13882979762276e-06" "0.00646117808155242" "0.00646117808155242" "0.00584508453157337" "0.00468142739283258"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.2670722232693e-05" "8.99819715862868e-07" "4.47863592830351e-05" "2.02843837701136e-06" "4.47863592830351e-05" "6.08531513103409e-06" "0.00672196615803251" "0.00672196615803251" "0.00612950288875197" "0.00448220011430933"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.23548869169747e-05" "8.22425059169942e-07" "3.9924748416672e-05" "2.95487882305e-06" "3.9924748416672e-05" "8.86463646915001e-06" "0.00628852006721916" "0.00628852006721916" "0.00548929549152114" "0.00379210972333431"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.97446868523481e-05" "8.68692220535092e-07" "3.57100374943018e-05" "2.49083503263087e-06" "3.57100374943018e-05" "7.47250509789261e-06" "0.00593375075386411" "0.00593375075386411" "0.00561034911008928" "0.00471504315815565"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.56212350162919e-05" "8.36326718939757e-07" "3.74599883076178e-05" "2.09338250149913e-06" "3.74599883076178e-05" "6.28014750449738e-06" "0.00611010819923711" "0.00611010819923711" "0.005801904867681" "0.00449593756134759"
"lm" "svmRadial" "1" "3" "0" "0.04" "3" "3" "3.52255746780476e-05" "7.92020680120376e-07" "3.94133567128008e-05" "2.3352801849348e-06" "3.94133567128008e-05" "7.00584055480439e-06" "0.00630186833240957" "0.00630186833240957" "0.00578410797491234" "0.00435309759802423"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.78067144422712e-05" "8.14219477883071e-07" "3.96551618032173e-05" "3.52943540268929e-06" "3.96551618032173e-05" "1.05883062080679e-05" "0.00626505259722505" "0.00626505259722505" "0.00564579596903741" "0.00449169432704426"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.43121539976203e-05" "8.1515021676706e-07" "3.15573756750564e-05" "1.56735722192047e-06" "3.15573756750564e-05" "4.70207166576141e-06" "0.00558873672260078" "0.00558873672260078" "0.00511190006667951" "0.0044634007293694"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.38043834414299e-05" "7.36058485714656e-07" "4.16885923361752e-05" "5.13426794634629e-06" "4.16885923361752e-05" "1.54028038390389e-05" "0.00645007470044877" "0.00645007470044877" "0.00521460894300794" "0.00426093051981791"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.5339999075307e-05" "8.23276895185615e-07" "3.37581501265773e-05" "2.59850814726383e-06" "3.37581501265773e-05" "7.7955244417915e-06" "0.00577431709474202" "0.00577431709474202" "0.0051094079246962" "0.0040126712840643"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.18546785773647e-05" "8.62914904589758e-07" "4.12337441066542e-05" "3.12379190599027e-06" "4.12337441066542e-05" "9.37137571797081e-06" "0.00633154652923697" "0.00633154652923697" "0.00525191485923402" "0.00445127421820256"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.78744623449102e-05" "7.45678092054371e-07" "3.48702450212185e-05" "1.93088700390144e-06" "3.48702450212185e-05" "5.79266101170432e-06" "0.00589967964255127" "0.00589967964255127" "0.00589116591410742" "0.00488617034676074"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.76422827372526e-05" "7.22907940755198e-07" "3.60348233747495e-05" "2.79815271100555e-06" "3.60348233747495e-05" "8.39445813301666e-06" "0.00595093330628298" "0.00595093330628298" "0.00543950736493757" "0.00490763260561324"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.3810258855754e-05" "8.42085364662875e-07" "3.50789759569006e-05" "1.40207941781995e-06" "3.50789759569006e-05" "4.20623825345986e-06" "0.00587669783683914" "0.00587669783683914" "0.00554408367354558" "0.00472365405541481"
"lm" "svmRadial" "1" "3" "0" "0.04" "3" "3" "3.69074590553899e-05" "7.91052556398637e-07" "3.22407305541965e-05" "1.65799198113381e-06" "3.22407305541965e-05" "4.97397594340144e-06" "0.00557102412531092" "0.00557102412531092" "0.00541434975730598" "0.00447982916256674"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.16937360548622e-05" "8.64516953234612e-07" "5.17200515083731e-05" "6.19882653467692e-06" "5.17200515083731e-05" "1.85964796040307e-05" "0.00718931973200543" "0.00718931973200543" "0.00616159046921582" "0.00451730436139364"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.5188895219585e-05" "9.4167991090829e-07" "2.92985310189974e-05" "1.57684322788711e-06" "2.92985310189974e-05" "4.73052968366134e-06" "0.00541802429257946" "0.00541802429257946" "0.00514757179539403" "0.0042656659476747"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.2257758019339e-05" "6.71631602042031e-07" "3.75621891858666e-05" "1.59335351980814e-06" "3.75621891858666e-05" "4.78006055942443e-06" "0.00613707742481349" "0.00613707742481349" "0.00596777802074833" "0.0047672637850131"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.38768829493749e-05" "8.53109730281234e-07" "3.70108949202735e-05" "1.85725016630817e-06" "3.70108949202735e-05" "5.5717504989245e-06" "0.00598504283020552" "0.00598504283020552" "0.00605095819467266" "0.00476470246061207"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.03545254354963e-05" "8.45907955324132e-07" "4.06738998546755e-05" "4.38756495999851e-06" "4.06738998546755e-05" "1.31626948799955e-05" "0.00630854855047044" "0.00630854855047044" "0.00577733250718974" "0.00455262997960754"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.21818425136973e-05" "7.74612333817094e-07" "2.8971931019372e-05" "1.38812316843895e-06" "2.8971931019372e-05" "4.16436950531686e-06" "0.00541223489649884" "0.00541223489649884" "0.00532187285961594" "0.00444214341582575"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.71193597637207e-05" "8.31063432377627e-07" "4.42224185727757e-05" "4.24361691087842e-06" "4.42224185727757e-05" "1.27308507326353e-05" "0.00647329637610001" "0.00647329637610001" "0.00561221433272143" "0.0047549675474849"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.28573853761853e-05" "6.89951919889054e-07" "3.80655848958238e-05" "3.66195517645508e-06" "3.80655848958238e-05" "1.09858655293653e-05" "0.00614315332988499" "0.00614315332988499" "0.00576916948879644" "0.00485721472742354"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.05409864277885e-05" "7.51920111724116e-07" "4.15846101265972e-05" "2.44056062191395e-06" "4.15846101265972e-05" "7.32168186574184e-06" "0.00643162444945798" "0.00643162444945798" "0.00606233965539652" "0.00509771917702639"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.63985981217703e-05" "7.0609777972213e-07" "3.3713058829555e-05" "2.0202050556595e-06" "3.3713058829555e-05" "6.0606151669785e-06" "0.00572787584820993" "0.00572787584820993" "0.00548497766944886" "0.00434148218336936"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.7714846669103e-05" "8.82832232323824e-07" "4.32958034112575e-05" "2.82230891427119e-06" "4.32958034112575e-05" "8.46692674281357e-06" "0.00652793020235915" "0.00652793020235915" "0.00588252718733407" "0.00460846095502884"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.92426912349945e-05" "7.20530836860871e-07" "3.94449595548881e-05" "1.96519883236745e-06" "3.94449595548881e-05" "5.89559649710235e-06" "0.00604996234451044" "0.00604996234451044" "0.00627885943539957" "0.00466831267560196"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "2.72209190300464e-05" "7.14715660380046e-07" "3.69682304125155e-05" "5.17936607456074e-06" "3.69682304125155e-05" "1.55380982236822e-05" "0.00601880457223199" "0.00601880457223199" "0.00491445637393381" "0.00461157518176775"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.43714330626931e-05" "6.954449636582e-07" "3.27743020810743e-05" "1.32244752022464e-06" "3.27743020810743e-05" "3.96734256067393e-06" "0.00561391554466692" "0.00561391554466692" "0.00540267605786488" "0.00470505715098661"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.77029431885988e-05" "9.04232201141934e-07" "2.89182195642111e-05" "1.26507623153962e-06" "2.89182195642111e-05" "3.79522869461887e-06" "0.00534494910188345" "0.00534494910188345" "0.00534772018966868" "0.00429346583195566"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.35076754321029e-05" "8.34512030011951e-07" "4.30101953398482e-05" "3.91695455239516e-06" "4.30101953398482e-05" "1.17508636571855e-05" "0.00653707748212019" "0.00653707748212019" "0.00542694374392916" "0.00431549150541927"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.43514406732675e-05" "7.57154025709592e-07" "3.86980547671851e-05" "3.24132416400255e-06" "3.86980547671851e-05" "9.72397249200766e-06" "0.00613883417718818" "0.00613883417718818" "0.00579048645387704" "0.00479324608533532"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.75697809778196e-05" "7.16795337231461e-07" "3.45635325184784e-05" "2.91249778764851e-06" "3.45635325184784e-05" "8.73749336294554e-06" "0.00567426708445785" "0.00567426708445785" "0.00531559966047053" "0.00458684694911237"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.44348049484946e-05" "8.49338941995325e-07" "3.45825015167448e-05" "1.63741627168333e-06" "3.45825015167448e-05" "4.91224881504999e-06" "0.00585676842833001" "0.00585676842833001" "0.00549632900058377" "0.00427861501384672"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.39655079315602e-05" "7.66041882694746e-07" "4.66808414159024e-05" "5.01158982832196e-06" "4.66808414159024e-05" "1.50347694849659e-05" "0.00688029515955408" "0.00688029515955408" "0.005779247942325" "0.00476405801744462"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.5829917014329e-05" "6.62824461143512e-07" "3.23795768789107e-05" "1.5454403131531e-06" "3.23795768789107e-05" "4.63632093945929e-06" "0.00568242321331755" "0.00568242321331755" "0.00548914045883665" "0.00441394877792622"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.27896982827402e-05" "8.67910580500432e-07" "4.39418036125225e-05" "7.55071187841741e-06" "4.39418036125225e-05" "2.26521356352522e-05" "0.00661694092387528" "0.00661694092387528" "0.0053824045834704" "0.00433161858094587"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.59728878518055e-05" "7.5965093896226e-07" "3.10118704489744e-05" "2.14092515063165e-06" "3.10118704489744e-05" "6.42277545189495e-06" "0.00551789231493325" "0.00551789231493325" "0.00522991653854894" "0.00463152385435235"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.50957764059627e-05" "8.4398291629418e-07" "3.26855505333222e-05" "2.06326442860281e-06" "3.26855505333222e-05" "6.18979328580842e-06" "0.00571355492272597" "0.00571355492272597" "0.0055018148659147" "0.00424397573142262"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.13101232855741e-05" "8.77741655180004e-07" "4.42248631648904e-05" "5.61889082011741e-06" "4.42248631648904e-05" "1.68566724603522e-05" "0.00647928278211831" "0.00647928278211831" "0.00538647505304884" "0.00432824484055089"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.0926430583004e-05" "8.03097651525559e-07" "3.54492699517e-05" "1.5298785046091e-06" "3.54492699517e-05" "4.58963551382731e-06" "0.0058657338950158" "0.0058657338950158" "0.00595270973376271" "0.00469653471042034"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.28685100527845e-05" "7.70745149015934e-07" "4.05367282380778e-05" "2.45508336458891e-06" "4.05367282380778e-05" "7.36525009376674e-06" "0.00639871215163871" "0.00639871215163871" "0.00567440488278836" "0.00414777394845349"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.98570310165047e-05" "8.24139863073767e-07" "3.63804034152185e-05" "1.8678591112117e-06" "3.63804034152185e-05" "5.6035773336351e-06" "0.00602704907500606" "0.00602704907500606" "0.00600515722619155" "0.00507705828933031"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.92516040719488e-05" "7.90716256444308e-07" "3.5872353155299e-05" "2.01180986738536e-06" "3.5872353155299e-05" "6.03542960215609e-06" "0.00591394794029092" "0.00591394794029092" "0.00553159405960869" "0.00441572080301343"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "2.98248066655743e-05" "8.11529893209619e-07" "3.17336888292188e-05" "2.05807142531287e-06" "3.17336888292188e-05" "6.17421427593862e-06" "0.00558972010564378" "0.00558972010564378" "0.00521388735591346" "0.0039820057944968"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.25447226318186e-05" "7.66924804965417e-07" "3.99992867623498e-05" "3.16118209274759e-06" "3.99992867623498e-05" "9.48354627824276e-06" "0.00631855761104991" "0.00631855761104991" "0.00587340313490189" "0.00406360023217716"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.6931127312553e-05" "7.99951574905024e-07" "5.57784043538453e-05" "1.69734766621856e-05" "5.57784043538453e-05" "5.09204299865569e-05" "0.0074355257347231" "0.0074355257347231" "0.00557323474939275" "0.00415201886012466"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "5.13309855992543e-05" "6.07438551296302e-07" "3.53796246838419e-05" "1.82722165384882e-06" "3.53796246838419e-05" "5.48166496154645e-06" "0.00585653467041802" "0.00585653467041802" "0.00587697180187657" "0.00501744489182237"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.33169007030265e-05" "7.54952174426791e-07" "4.0966741927233e-05" "4.36869310604738e-06" "4.0966741927233e-05" "1.31060793181421e-05" "0.00641524978050901" "0.00641524978050901" "0.00571260992158566" "0.0048652769609357"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.78630843570469e-05" "7.78189561141397e-07" "5.44971133459272e-05" "9.66313363719639e-06" "5.44971133459272e-05" "2.89894009115892e-05" "0.00737457472579677" "0.00737457472579677" "0.00612002956321809" "0.00502080961675719"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.29781618864081e-05" "8.03260764321159e-07" "4.50523591963645e-05" "4.84019009825055e-06" "4.50523591963645e-05" "1.45205702947516e-05" "0.00673902939466662" "0.00673902939466662" "0.00546027959487641" "0.00448618839575763"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.06278374237662e-05" "8.37503923734015e-07" "3.90481633127183e-05" "3.75592530831588e-06" "3.90481633127183e-05" "1.12677759249477e-05" "0.00622706391626021" "0.00622706391626021" "0.00574938067708134" "0.0045085474481992"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.42907669181834e-05" "6.70424667310608e-07" "3.05587406811058e-05" "1.57338673836389e-06" "3.05587406811058e-05" "4.72016021509167e-06" "0.00551439375296004" "0.00551439375296004" "0.00545745897896977" "0.00463707264093381"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.33119609711688e-05" "7.20856717502702e-07" "3.69233406419718e-05" "3.36435366764747e-06" "3.69233406419718e-05" "1.00930610029424e-05" "0.00604369934737693" "0.00604369934737693" "0.00508023482755213" "0.004102121013738"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.84770291432116e-05" "8.33910542258275e-07" "3.34004708864252e-05" "2.12869096160677e-06" "3.34004708864252e-05" "6.38607288482032e-06" "0.00574623514434056" "0.00574623514434056" "0.00515831687437482" "0.00455109501251583"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.29558846566207e-05" "6.97448254433683e-07" "3.6639150780625e-05" "2.29814668900189e-06" "3.6639150780625e-05" "6.89444006700567e-06" "0.00605802859921661" "0.00605802859921661" "0.00523506642982288" "0.00418797405439526"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.20782377347453e-05" "7.08788104593127e-07" "3.56630775942567e-05" "1.75327022982252e-06" "3.56630775942567e-05" "5.25981068946757e-06" "0.00593312764084594" "0.00593312764084594" "0.005826530161996" "0.00514397568697652"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.41833261265389e-05" "6.88694679979141e-07" "4.13599859513642e-05" "4.45024419226646e-06" "4.13599859513642e-05" "1.33507325767994e-05" "0.00641927764132553" "0.00641927764132553" "0.00541765547004927" "0.00441914827143241"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.13545580893306e-05" "8.02305092437678e-07" "4.4729639319606e-05" "1.95873031886444e-06" "4.4729639319606e-05" "5.87619095659333e-06" "0.00664680796249421" "0.00664680796249421" "0.00593690241175308" "0.00460337356687694"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "4.21412728233053e-05" "7.93952940524153e-07" "4.40464312774613e-05" "2.52505942466766e-06" "4.40464312774613e-05" "7.57517827400297e-06" "0.00648512858431122" "0.00648512858431122" "0.00611956177263303" "0.00446241591706217"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.86809680453794e-05" "8.17059484722019e-07" "4.47594704845599e-05" "4.81227253721126e-06" "4.47594704845599e-05" "1.44368176116338e-05" "0.00671263555392218" "0.00671263555392218" "0.00585443482963501" "0.0043170664390291"
"lm" "svmRadial" "1" "3" "0" "0.02" "3" "3" "3.33591395806826e-05" "7.17148558277762e-07" "3.79887414499837e-05" "2.61972612483324e-06" "3.79887414499837e-05" "7.85917837449971e-06" "0.00618367291369698" "0.00618367291369698" "0.00602319753061008" "0.00460888518122639"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.2482763895462e-05" "8.94184798761392e-07" "4.08392333728556e-05" "1.73615484919007e-06" "4.08392333728556e-05" "5.2084645475702e-06" "0.0061462291764958" "0.0061462291764958" "0.00616328421203796" "0.00454787368764265"
"lm" "svmRadial" "1" "3" "0" "0.01" "3" "3" "3.45062076144561e-05" "7.99556257072588e-07" "3.05815308468719e-05" "1.58003461578106e-06" "3.05815308468719e-05" "4.74010384734317e-06" "0.0053937782141043" "0.0053937782141043" "0.00516161696026531" "0.00450502233397444"
