"model1" "model2" "MEC1" "MEC2" "IAS1" "IAS2" "NF1" "NF2" "MSE_Train1" "MSE_Train2" "MSE_Test1" "MSE_Test2" "MSE_Test_MEC_prop1" "MSE_Test_MEC_prop2" "Base_Ret1" "Base_Ret2" "Hedge_Ret1" "Hedge_Ret2"
"lm" "svmRadial" "1" "3" "0" "0.1" "3" "3" "2.67746451384615e-06" "8.29082146575054e-07" "2.07942627288245e-06" "1.37505042887345e-06" "2.07942627288245e-06" "4.12515128662036e-06" "0.00204792301295456" "0.00204792301295456" "0.00142858817427543" "0.00298323952213615"
"lm" "svmRadial" "1" "3" "0" "0.06" "3" "3" "1.82622488597629e-06" "9.5557982982213e-07" "1.77485286327849e-06" "1.34672082027654e-06" "1.77485286327849e-06" "4.04016246082962e-06" "0.00192314138534276" "0.00192314138534276" "0.00122636071891545" "0.00203142642452478"
"lm" "svmRadial" "1" "3" "0" "0.05" "3" "3" "2.0418336951948e-06" "9.40671576727805e-07" "2.24835139909142e-06" "1.46016091885593e-06" "2.24835139909142e-06" "4.38048275656779e-06" "0.00215875393672221" "0.00215875393672221" "0.0013372799508557" "0.0025985991951032"
"lm" "svmRadial" "1" "3" "0" "0.08" "3" "3" "2.43956073422752e-06" "7.79547456564865e-07" "3.07894951980192e-06" "1.92964984993098e-06" "3.07894951980192e-06" "5.78894954979295e-06" "0.00241474372169627" "0.00241474372169627" "0.00136190250363091" "0.00263865681041006"
"lm" "svmRadial" "1" "3.05288726402668" "0" "0.08" "3" "3" "2.78333188493748e-06" "7.0862926587178e-07" "2.75781991395426e-06" "1.85087787518776e-06" "2.75781991395426e-06" "5.6505214924295e-06" "0.00233582890799502" "0.00233582890799502" "0.00152388272517793" "0.00247895053036059"
"lm" "svmRadial" "1" "3.03256278421088" "0" "0.09" "3" "3" "2.12397210281112e-06" "7.73274827200221e-07" "1.93346676238101e-06" "1.45634281222763e-06" "1.93346676238101e-06" "4.41645101341451e-06" "0.00200849197754809" "0.00200849197754809" "0.00123353017578263" "0.00223990425430871"
"lm" "svmRadial" "1" "3" "0" "0.08" "3" "3" "2.40678713410073e-06" "9.70464515373511e-07" "2.64436795813297e-06" "2.3142079204784e-06" "2.64436795813297e-06" "6.9426237614352e-06" "0.00235224840242254" "0.00235224840242254" "0.00143686000315939" "0.00234426377696743"
"lm" "svmRadial" "1" "3" "0" "0.09" "3" "3" "2.57502211495371e-06" "8.75308764709476e-07" "2.83771774021447e-06" "2.34820546124351e-06" "2.83771774021447e-06" "7.04461638373052e-06" "0.00238405798877978" "0.00238405798877978" "0.00147791917779974" "0.00262731508623387"
"lm" "svmRadial" "1" "2.93433756470842" "0" "0.07" "3" "3" "2.72631419743235e-06" "1.00019144149075e-06" "2.12091047986125e-06" "1.80705722109304e-06" "2.12091047986125e-06" "5.3025158854309e-06" "0.0021258084031156" "0.0021258084031156" "0.00133160950748849" "0.00266465831527955"
"lm" "svmRadial" "1" "3.00413030008046" "0" "0.08" "3" "3" "2.19160663717856e-06" "6.66307056316702e-07" "1.85894296882312e-06" "1.65994071881008e-06" "1.85894296882312e-06" "4.9866782097147e-06" "0.00189684733359191" "0.00189684733359191" "0.00134473455674927" "0.00238114590352909"
"lm" "svmRadial" "1" "3" "0" "0.05" "3" "3" "1.72636427197711e-06" "9.49177865235244e-07" "3.76057097045492e-06" "3.65399922486073e-06" "3.76057097045492e-06" "1.09619976745822e-05" "0.0027492458630748" "0.0027492458630748" "0.00139691086401056" "0.00250165569685657"
"lm" "svmRadial" "1" "3" "0" "0.07" "3" "3" "2.50874816656366e-06" "7.4967129554069e-07" "2.42612611515562e-06" "1.65757256245179e-06" "2.42612611515562e-06" "4.97271768735537e-06" "0.00234312890775673" "0.00234312890775673" "0.00149511739587822" "0.00332849994966173"
"lm" "svmRadial" "1" "3.03051628490744" "0" "0.12" "3" "3" "2.91929770077067e-06" "7.91968040665515e-07" "2.20590378383232e-06" "1.66492599736273e-06" "2.20590378383232e-06" "5.04558534817351e-06" "0.00196717350811936" "0.00196717350811936" "0.00148302203532228" "0.0025556055261087"
"lm" "svmRadial" "1" "3" "0" "0.08" "3" "3" "1.61162317230664e-06" "8.93364825398685e-07" "3.85531966456189e-06" "4.43319805325973e-06" "3.85531966456189e-06" "1.32995941597792e-05" "0.0026766013684939" "0.0026766013684939" "0.00127500504441629" "0.00227913820764497"
"lm" "svmRadial" "1" "3" "0" "0.07" "3" "3" "2.24404065775295e-06" "7.28135740638824e-07" "1.76761669837538e-06" "1.57278540289475e-06" "1.76761669837538e-06" "4.71835620868424e-06" "0.00177075635254961" "0.00177075635254961" "0.0013306180832452" "0.0026505988324949"
"lm" "svmRadial" "1" "3" "0" "0.09" "3" "3" "1.95796918947294e-06" "7.68442098339812e-07" "1.99474438585076e-06" "1.7788694850993e-06" "1.99474438585076e-06" "5.33660845529791e-06" "0.00213002265894811" "0.00213002265894811" "0.00128851816432925" "0.00243771538256494"
"lm" "svmRadial" "1" "3" "0" "0.08" "3" "3" "1.69730601729026e-06" "7.78496655756898e-07" "2.0821102622302e-06" "1.50650588637606e-06" "2.0821102622302e-06" "4.51951765912817e-06" "0.00211698933973611" "0.00211698933973611" "0.00136120744050796" "0.00244294185401676"
"lm" "svmRadial" "1" "3" "0" "0.1" "3" "3" "2.81864684566467e-06" "8.75448389282905e-07" "2.05492930923956e-06" "1.40045227335518e-06" "2.05492930923956e-06" "4.20135682006554e-06" "0.0019563410389918" "0.0019563410389918" "0.0014090711355599" "0.00239788587473578"
"lm" "svmRadial" "1" "3" "0" "0.05" "3" "3" "2.00797046860449e-06" "8.59086371280695e-07" "1.99481227861543e-06" "1.48926833204676e-06" "1.99481227861543e-06" "4.46780499614028e-06" "0.00196328849591536" "0.00196328849591536" "0.00127970359214382" "0.00209740330944068"
