"model1" "model2" "MEC1" "MEC2" "IAS1" "IAS2" "NF1" "NF2" "MSE_Train1" "MSE_Train2" "MSE_Test1" "MSE_Test2" "MSE_Test_MEC_prop1" "MSE_Test_MEC_prop2" "Base_Ret1" "Base_Ret2" "Hedge_Ret1" "Hedge_Ret2"
"1" "lm" "svmRadial" "1" "1.20402841320841" "0" "0.01" "3" "3" "9.89542817201612e-07" "6.46817583046973e-06" "9.10571405102202e-07" "6.9663153547585e-05" "9.10571405102202e-07" "8.38764162249929e-05" "0.0497315333799644" "0.0497315333799644" "0.000952336619951409" "0.0189633291373051"
"1" "lm" "svmRadial" "1" "1.19017559022509" "0" "0.01" "3" "3" "9.80649309315824e-07" "6.38718636173425e-06" "1.041787485559e-06" "5.44031342985727e-05" "1.041787485559e-06" "6.47492824738988e-05" "0.0511610378204524" "0.0511610378204524" "0.00102116522893311" "0.017997413568655"
"1" "lm" "svmRadial" "1" "1.53041775847934" "0" "0.01" "3" "3" "9.67348600412906e-07" "5.89881435465259e-06" "9.78377723019787e-07" "5.21002970620422e-05" "9.78377723019787e-07" "7.97352198457982e-05" "0.046842455349397" "0.046842455349397" "0.000989043952409428" "0.0175933280897697"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.12504956999492e-06" "6.19989403834836e-06" "1.03755843384847e-06" "2.56095844936897e-05" "1.03755843384847e-06" "2.56095844936897e-05" "0.0457709575454059" "0.0457709575454059" "0.00101977269275546" "0.0151430808849379"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.57015185681895e-07" "6.78555303723511e-06" "1.00740895824123e-06" "4.35512235416524e-05" "1.00740895824123e-06" "4.35512235416524e-05" "0.0469610518215488" "0.0469610518215488" "0.00100087054218216" "0.0181130571905956"
"1" "lm" "svmRadial" "1" "1.56283879540384" "0" "0.01" "3" "3" "9.84024808004863e-07" "7.78781619474211e-06" "9.62980752783047e-07" "4.71397307399068e-05" "9.62980752783047e-07" "7.36718000052174e-05" "0.0480496797805731" "0.0480496797805731" "0.000982674506485843" "0.0188013185974915"
"1" "lm" "svmRadial" "1" "1.73319804321683" "0" "0.01" "3" "3" "1.11872627471731e-06" "6.54371688572019e-06" "9.91349597595927e-07" "8.98566500318131e-05" "9.91349597595927e-07" "0.000155739370005158" "0.0474795678363812" "0.0474795678363812" "0.000997461369511564" "0.0232174606604533"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.59821021024878e-07" "7.63534537490434e-06" "1.11716768968404e-06" "5.00378797457287e-05" "1.11716768968404e-06" "5.00378797457287e-05" "0.0490464486238532" "0.0490464486238532" "0.00105534251942285" "0.0174379142522261"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.80823054144878e-07" "6.90902269118658e-06" "1.01808804808607e-06" "0.000129662206615662" "1.01808804808607e-06" "0.000129662206615662" "0.0478027775553793" "0.0478027775553793" "0.00100101672144132" "0.017830481786792"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.37293480443926e-07" "6.24984655928931e-06" "9.62266887553031e-07" "3.64380180466452e-05" "9.62266887553031e-07" "3.64380180466452e-05" "0.0481523680389304" "0.0481523680389304" "0.000980632475962163" "0.014467307684288"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.56667343393309e-07" "7.08634970123797e-06" "9.30485872937691e-07" "0.000103201690779806" "9.30485872937691e-07" "0.000103201690779806" "0.048609020631061" "0.048609020631061" "0.000961622221385977" "0.0200166898561144"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.49548175305466e-07" "6.02485270596969e-06" "1.04825036339908e-06" "8.11251700712419e-05" "1.04825036339908e-06" "8.11251700712419e-05" "0.0511533613675038" "0.0511533613675038" "0.00101826800080434" "0.0147382019748076"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.42684322396752e-07" "6.83559675244012e-06" "9.53929616980914e-07" "2.23705501831478e-05" "9.53929616980914e-07" "2.23705501831478e-05" "0.0479535874455449" "0.0479535874455449" "0.000974699782237705" "0.0174811129624878"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "8.99291965127586e-07" "7.3422343154082e-06" "9.19920815137301e-07" "0.000113739004888931" "9.19920815137301e-07" "0.000113739004888931" "0.0501788082629599" "0.0501788082629599" "0.000964354267567473" "0.022266271198048"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.1312787321778e-07" "7.07064534132564e-06" "9.71704598300967e-07" "8.58900836563021e-05" "9.71704598300967e-07" "8.58900836563021e-05" "0.0497783754082473" "0.0497783754082473" "0.000978485546222869" "0.015485963368176"
"1" "lm" "svmRadial" "1" "1.20061583896137" "0" "0.01" "3" "3" "1.0193730610031e-06" "6.55134423716983e-06" "9.96089116590884e-07" "2.47624142828684e-05" "9.96089116590884e-07" "2.97301467989351e-05" "0.0451250497332642" "0.0451250497332642" "0.00099514140394197" "0.0141107059653212"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.00946504411232e-06" "6.64860456019781e-06" "9.46966277139066e-07" "3.41103563717609e-05" "9.46966277139066e-07" "3.41103563717609e-05" "0.0479281691852754" "0.0479281691852754" "0.000970783019409388" "0.0175598676665117"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "8.48102634972067e-07" "6.09241404541422e-06" "9.83014113110651e-07" "5.63906008016636e-05" "9.83014113110651e-07" "5.63906008016636e-05" "0.0508789203616868" "0.0508789203616868" "0.000989086189133307" "0.0145252111077106"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.55259518581501e-07" "6.95145030150114e-06" "9.36782324516248e-07" "4.11267979156274e-05" "9.36782324516248e-07" "4.11267979156274e-05" "0.0473853867879699" "0.0473853867879699" "0.000966336421154935" "0.0137332151059372"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.01169533944631e-06" "6.07610508736839e-06" "8.74111287731837e-07" "2.31018015766726e-05" "8.74111287731837e-07" "2.31018015766726e-05" "0.0479847850345164" "0.0479847850345164" "0.000925650148423313" "0.0134471577403276"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.64552471549778e-07" "7.58917829096187e-06" "9.76437034995701e-07" "0.0001117753450966" "9.76437034995701e-07" "0.0001117753450966" "0.0465817231661713" "0.0465817231661713" "0.000988483865305495" "0.0209762133161624"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.01427331357584e-06" "6.80685376226468e-06" "1.0664249211462e-06" "6.4865211884039e-05" "1.0664249211462e-06" "6.4865211884039e-05" "0.0476522609180486" "0.0476522609180486" "0.00103076631568714" "0.0164339753176575"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.09576351828509e-06" "6.81728463692541e-06" "1.0787712393393e-06" "3.70203147334661e-05" "1.0787712393393e-06" "3.70203147334661e-05" "0.0480758516262977" "0.0480758516262977" "0.00103976902360478" "0.0183681998223011"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.82724842540007e-07" "7.04362856740405e-06" "1.03160783243807e-06" "7.11983365415742e-05" "1.03160783243807e-06" "7.11983365415742e-05" "0.0483658093553889" "0.0483658093553889" "0.0010013868914144" "0.0204363550552745"
"1" "lm" "svmRadial" "1" "1.36151671597241" "0" "0.01" "3" "3" "1.02653761093882e-06" "6.40838155735026e-06" "9.25760851472098e-07" "3.6410947312448e-05" "9.25760851472098e-07" "4.95741134102885e-05" "0.0500098064229195" "0.0500098064229195" "0.000959723694274311" "0.0189291407875035"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.65432854341929e-07" "6.37226128436576e-06" "1.03262749823672e-06" "5.63072152641934e-05" "1.03262749823672e-06" "5.63072152641934e-05" "0.0490132032662412" "0.0490132032662412" "0.00101691698895627" "0.0155931434888446"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.67282054488425e-07" "7.03680979019223e-06" "1.13249160575866e-06" "5.94016964467539e-05" "1.13249160575866e-06" "5.94016964467539e-05" "0.0472537880879185" "0.0472537880879185" "0.00106428300172866" "0.0207402273440462"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.97482497978272e-07" "6.80081383608078e-06" "1.06721678376843e-06" "4.53766164562774e-05" "1.06721678376843e-06" "4.53766164562774e-05" "0.04751423584846" "0.04751423584846" "0.0010387534396449" "0.0194469531255491"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.04449062867326e-06" "6.70337587278579e-06" "1.00839302874631e-06" "4.20255508609079e-05" "1.00839302874631e-06" "4.20255508609079e-05" "0.0473406532149335" "0.0473406532149335" "0.00100690316771112" "0.0173700509597427"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.6565636960343e-07" "6.34275995503001e-06" "1.00590905257451e-06" "9.42812288967202e-05" "1.00590905257451e-06" "9.42812288967202e-05" "0.0490850366631521" "0.0490850366631521" "0.0010048627167068" "0.0170932774884339"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.05045009697896e-06" "6.42310500850047e-06" "9.95341474151727e-07" "3.14613772929345e-05" "9.95341474151727e-07" "3.14613772929345e-05" "0.0483652154769364" "0.0483652154769364" "0.00100577089195177" "0.0121737958939163"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.6601635895769e-07" "5.48035587933346e-06" "9.49032270978393e-07" "7.05385135552312e-05" "9.49032270978393e-07" "7.05385135552312e-05" "0.0492479624145021" "0.0492479624145021" "0.000973061631813521" "0.0208508346754728"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.52236927291124e-07" "8.91477622372607e-06" "8.99825397722233e-07" "7.50930451709753e-05" "8.99825397722233e-07" "7.50930451709753e-05" "0.0503000287639827" "0.0503000287639827" "0.000936203186669116" "0.0243780064356485"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.01740182911943e-06" "7.91517736964821e-06" "1.03236001488448e-06" "7.50055710728817e-05" "1.03236001488448e-06" "7.50055710728817e-05" "0.0479872289565267" "0.0479872289565267" "0.00101485622686665" "0.0166702886456943"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.01987441477686e-06" "6.39156830170035e-06" "1.06608791369635e-06" "3.06124770256078e-05" "1.06608791369635e-06" "3.06124770256078e-05" "0.0491215976752184" "0.0491215976752184" "0.00102975950222349" "0.0141543199600896"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.10532448670036e-06" "7.74715165703092e-06" "1.13579390148098e-06" "6.18914429492121e-05" "1.13579390148098e-06" "6.18914429492121e-05" "0.0472011283929369" "0.0472011283929369" "0.001069647170947" "0.0196404952201955"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.04013733774123e-06" "6.409717697321e-06" "1.06317614428849e-06" "3.04431791347484e-05" "1.06317614428849e-06" "3.04431791347484e-05" "0.0461290369237176" "0.0461290369237176" "0.0010281200684087" "0.0134858916634071"
"1" "lm" "svmRadial" "1" "1.75965930782303" "0" "0.01" "3" "3" "9.60946375920873e-07" "7.60655065891648e-06" "9.81099604743498e-07" "2.98221856354726e-05" "9.81099604743498e-07" "5.24768865330857e-05" "0.0466328938476051" "0.0466328938476051" "0.000987427945718614" "0.0160232670775437"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.0177544424891e-06" "5.75283086759003e-06" "9.86071178128713e-07" "3.09455617528478e-05" "9.86071178128713e-07" "3.09455617528478e-05" "0.0462099307485068" "0.0462099307485068" "0.000993115293467808" "0.0146756814444778"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.49181977067877e-07" "7.34749026843651e-06" "9.4207292206658e-07" "6.08239380220765e-05" "9.4207292206658e-07" "6.08239380220765e-05" "0.049634876348271" "0.049634876348271" "0.000960258041609822" "0.0227620133169232"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.0738086848648e-06" "6.4214976741277e-06" "9.74386539087562e-07" "0.000112015131758211" "9.74386539087562e-07" "0.000112015131758211" "0.0507414857157699" "0.0507414857157699" "0.000989910298835045" "0.0194691283283258"
"1" "lm" "svmRadial" "1" "1.46641482558257" "0" "0.01" "3" "3" "9.99582353595021e-07" "6.75123407259004e-06" "8.8231767625068e-07" "5.91991132405925e-05" "8.8231767625068e-07" "8.68104573173464e-05" "0.0472589531973438" "0.0472589531973438" "0.00094136607027963" "0.0218402356061472"
"1" "lm" "svmRadial" "1" "1.26029988750235" "0" "0.01" "3" "3" "1.01824270868881e-06" "6.34334226217052e-06" "1.04851203428847e-06" "2.0823554319069e-05" "1.04851203428847e-06" "2.62439231657217e-05" "0.0451129403827992" "0.0451129403827992" "0.00102489410519971" "0.0152776393343034"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.84770395914982e-07" "7.15828558035019e-06" "9.30586219165723e-07" "5.05053714246136e-05" "9.30586219165723e-07" "5.05053714246136e-05" "0.0500259425068223" "0.0500259425068223" "0.000965753682958581" "0.0155090226157321"
"1" "lm" "svmRadial" "1" "1.24036441592544" "0" "0.01" "3" "3" "9.32263783172257e-07" "6.50822998272802e-06" "1.0408746185958e-06" "7.89912655973354e-05" "1.0408746185958e-06" "9.797795501585e-05" "0.0456193934812134" "0.0456193934812134" "0.00102151828725107" "0.01346974902735"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.06081199423566e-07" "7.61362847704832e-06" "9.42948194249649e-07" "2.01184107566777e-05" "9.42948194249649e-07" "2.01184107566777e-05" "0.047772648595823" "0.047772648595823" "0.000959270822832618" "0.0167707516506529"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.01135817315515e-06" "7.99721311348124e-06" "9.90355160370145e-07" "6.7474203789768e-05" "9.90355160370145e-07" "6.7474203789768e-05" "0.0456489934617421" "0.0456489934617421" "0.000985309461456967" "0.0171762163173281"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.973764788995e-07" "6.94284966620515e-06" "8.81527056948774e-07" "1.14154011024648e-05" "8.81527056948774e-07" "1.14154011024648e-05" "0.0450503908835345" "0.0450503908835345" "0.000942297625820249" "0.0136273509002194"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.42531079097311e-07" "6.18712079651553e-06" "1.00312801611238e-06" "5.67736215092666e-05" "1.00312801611238e-06" "5.67736215092666e-05" "0.048298144300675" "0.048298144300675" "0.000985589442609202" "0.0208849682083186"
"1" "lm" "svmRadial" "1" "1.25311133331464" "0" "0" "3" "3" "9.36615458090454e-07" "5.99670441081514e-06" "1.052970151962e-06" "7.85722261364982e-05" "1.052970151962e-06" "9.8459747055407e-05" "0.0495414692876813" "0.0495414692876813" "0.0010181706297275" "0.0156741533703141"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.00405279719541e-06" "6.6127218013107e-06" "9.72777671148669e-07" "6.11882910277449e-05" "9.72777671148669e-07" "6.11882910277449e-05" "0.0474883285361795" "0.0474883285361795" "0.000987406935339478" "0.0159945564880548"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.04372619906296e-06" "9.01358174258627e-06" "9.58367552693532e-07" "4.65705137990668e-05" "9.58367552693532e-07" "4.65705137990668e-05" "0.0489548232297899" "0.0489548232297899" "0.000976490721641601" "0.0153683549100488"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.99697463594119e-07" "6.74347998140265e-06" "1.14439643488675e-06" "0.000152221884821849" "1.14439643488675e-06" "0.000152221884821849" "0.0509518289737969" "0.0509518289737969" "0.00106928117770184" "0.0201005943882494"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.04705916836474e-06" "6.17835401109541e-06" "9.29027809137449e-07" "5.15817696457908e-05" "9.29027809137449e-07" "5.15817696457908e-05" "0.0472430849706618" "0.0472430849706618" "0.000964700136430841" "0.0183947764005106"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.88689899326955e-07" "6.93973706039245e-06" "9.95977362053694e-07" "3.18934744675106e-05" "9.95977362053694e-07" "3.18934744675106e-05" "0.0447508148864146" "0.0447508148864146" "0.000997607095700225" "0.0193612490682089"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.51636301017185e-07" "6.91708635348798e-06" "1.11349889737129e-06" "3.99678761177033e-05" "1.11349889737129e-06" "3.99678761177033e-05" "0.0481512471473373" "0.0481512471473373" "0.00105592437584962" "0.0130117558089616"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.4695209716547e-07" "5.39548676625106e-06" "1.01082580834385e-06" "4.1915377720709e-05" "1.01082580834385e-06" "4.1915377720709e-05" "0.0456810246497262" "0.0456810246497262" "0.0010032916373057" "0.0137666802128051"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.52550245142859e-07" "6.37362738041e-06" "1.00237070143478e-06" "4.35929944509534e-05" "1.00237070143478e-06" "4.35929944509534e-05" "0.0479296543601393" "0.0479296543601393" "0.0010042225819679" "0.0127330241206793"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.00654146854236e-06" "7.51641085525523e-06" "1.06696854876141e-06" "3.2744438917948e-05" "1.06696854876141e-06" "3.2744438917948e-05" "0.0466548639684355" "0.0466548639684355" "0.00101494397314102" "0.0129764511843412"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.58829652873104e-07" "6.81837586671618e-06" "1.06621038548166e-06" "8.49154129530239e-05" "1.06621038548166e-06" "8.49154129530239e-05" "0.0487744930495447" "0.0487744930495447" "0.00102469203974976" "0.0173543872202237"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.9148283224273e-07" "7.54908659488745e-06" "1.03654696879609e-06" "5.85207732580962e-05" "1.03654696879609e-06" "5.85207732580962e-05" "0.0478683226683563" "0.0478683226683563" "0.00100782255956741" "0.0205488689483633"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.27111708009382e-07" "6.3345865160012e-06" "1.03733162122923e-06" "3.24408594134482e-05" "1.03733162122923e-06" "3.24408594134482e-05" "0.045500842046678" "0.045500842046678" "0.00101595239771118" "0.0164439853344106"
"1" "lm" "svmRadial" "1" "1.20098315826017" "0" "0.01" "3" "3" "1.02727394664084e-06" "6.53656399415079e-06" "1.00222053211794e-06" "7.89428684924373e-05" "1.00222053211794e-06" "9.48090555241648e-05" "0.0481380073086962" "0.0481380073086962" "0.00100065900108336" "0.0153370458664213"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.0477929197019e-06" "6.04792545466657e-06" "9.9410004575804e-07" "8.38820987405954e-05" "9.9410004575804e-07" "8.38820987405954e-05" "0.0496816909323153" "0.0496816909323153" "0.000995924385997938" "0.019840243206934"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "8.82861046765278e-07" "7.12853865029911e-06" "9.10852468495411e-07" "4.1640698652148e-05" "9.10852468495411e-07" "4.1640698652148e-05" "0.0480811502444597" "0.0480811502444597" "0.000949640836758075" "0.0148894766546216"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.53364566872831e-07" "6.56802686281057e-06" "1.02151371267184e-06" "0.000122292334825042" "1.02151371267184e-06" "0.000122292334825042" "0.0497944738884568" "0.0497944738884568" "0.00100313279643298" "0.0175314547363463"
"1" "lm" "svmRadial" "1" "1.21318065506667" "0" "0.01" "3" "3" "1.04477760183871e-06" "7.70087697049837e-06" "1.05597691118573e-06" "2.6320507581508e-05" "1.05597691118573e-06" "3.19315306294211e-05" "0.0476186177569212" "0.0476186177569212" "0.00102944834726843" "0.0176452868573952"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.1210780136537e-06" "6.91904885665448e-06" "1.03463869047388e-06" "6.2717637027258e-05" "1.03463869047388e-06" "6.2717637027258e-05" "0.0473233004034996" "0.0473233004034996" "0.00100482647415769" "0.021854446806151"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.06750116733284e-06" "5.97835946002298e-06" "9.39476663777791e-07" "3.87612456866148e-05" "9.39476663777791e-07" "3.87612456866148e-05" "0.0462537273714792" "0.0462537273714792" "0.000974535096082318" "0.0111415966732402"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.1305287673806e-06" "6.6574689830972e-06" "1.03590887292476e-06" "3.62571922166503e-05" "1.03590887292476e-06" "3.62571922166503e-05" "0.0483791891106402" "0.0483791891106402" "0.0010211011249356" "0.0172983428568082"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.94525307411243e-07" "6.15735280522985e-06" "1.08595714526482e-06" "0.000101087479940474" "1.08595714526482e-06" "0.000101087479940474" "0.0512575299919211" "0.0512575299919211" "0.00103657189234311" "0.0165350587233808"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.67216777635765e-07" "7.4530754721331e-06" "9.93641829682964e-07" "6.59915904772607e-05" "9.93641829682964e-07" "6.59915904772607e-05" "0.0472317383356489" "0.0472317383356489" "0.000996808034121859" "0.0200450907850181"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.19467380776777e-07" "7.19003141505527e-06" "9.67819248988683e-07" "2.35046372632441e-05" "9.67819248988683e-07" "2.35046372632441e-05" "0.0452899361477714" "0.0452899361477714" "0.000982877189228256" "0.0203279551048755"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.03060234346665e-06" "7.39824351078397e-06" "9.47130086281475e-07" "0.000101324036291272" "9.47130086281475e-07" "0.000101324036291272" "0.0463739265108224" "0.0463739265108224" "0.000965297976522404" "0.0131464511353003"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.3230971155501e-07" "6.77989496842018e-06" "9.26484394887317e-07" "3.4608739766358e-05" "9.26484394887317e-07" "3.4608739766358e-05" "0.0481527913522541" "0.0481527913522541" "0.000957879090193697" "0.0193210556007447"
"1" "lm" "svmRadial" "1" "1.22883835501784" "0" "0.01" "3" "3" "1.04994507911818e-06" "7.81529274006717e-06" "9.60356065762549e-07" "9.56641716050183e-05" "9.60356065762549e-07" "0.000117555803269255" "0.0500685262689948" "0.0500685262689948" "0.000985066018324712" "0.0219353443571285"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "1.01399347684582e-06" "6.19079092345178e-06" "9.23601274355502e-07" "0.00020130776768134" "9.23601274355501e-07" "0.00020130776768134" "0.0516187095806223" "0.0516187095806223" "0.000957666741133969" "0.0164166856865488"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.30497461300589e-07" "6.72033062196503e-06" "9.28074641544246e-07" "4.3289210149537e-05" "9.28074641544246e-07" "4.3289210149537e-05" "0.0462677249467777" "0.0462677249467777" "0.00096085203593641" "0.013691398959128"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.94137245626335e-07" "7.15113708311589e-06" "9.76576651580119e-07" "4.3806602553772e-05" "9.76576651580119e-07" "4.3806602553772e-05" "0.0482260217382311" "0.0482260217382311" "0.000986435521130055" "0.0174188356188948"
"1" "lm" "svmRadial" "1" "1.56827124920586" "0" "0.01" "3" "3" "1.00509329110777e-06" "7.76516199235836e-06" "9.73514282343805e-07" "9.04852468580753e-05" "9.73514282343805e-07" "0.000141905411124814" "0.0495229851723915" "0.0495229851723915" "0.000979892550435285" "0.012912403236652"
"1" "lm" "svmRadial" "1" "1.52676164979328" "0" "0.01" "3" "3" "1.04161257695809e-06" "7.65221947858554e-06" "9.21330020994827e-07" "6.47780818687264e-05" "9.21330020994827e-07" "9.89006911443412e-05" "0.0485173042695616" "0.0485173042695616" "0.000956669272192294" "0.0209918814585675"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.40780231798474e-07" "7.2229836140845e-06" "1.05534900039156e-06" "4.13365149667957e-05" "1.05534900039156e-06" "4.13365149667957e-05" "0.0471718677315126" "0.0471718677315126" "0.00102768120366994" "0.0157503854311953"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.37194587281497e-07" "5.85379570665034e-06" "1.08543840377312e-06" "3.62983461619942e-05" "1.08543840377312e-06" "3.62983461619942e-05" "0.048196770192139" "0.048196770192139" "0.00102030083966935" "0.0146963544328597"
"1" "lm" "svmRadial" "1" "1.1722951924743" "0" "0.01" "3" "3" "1.01348777754891e-06" "7.2902371097874e-06" "9.49771563082323e-07" "4.98174234688099e-05" "9.49771563082323e-07" "5.84007260339424e-05" "0.0495687303228211" "0.0495687303228211" "0.000967618882642884" "0.0170236614575564"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.03983990002795e-06" "7.41701693468644e-06" "9.13385156778713e-07" "7.2794583117037e-05" "9.13385156778713e-07" "7.2794583117037e-05" "0.0487758338447998" "0.0487758338447998" "0.000952164241541253" "0.01731734245517"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "8.36695396063806e-07" "7.28752685615431e-06" "1.09964459699067e-06" "1.62369056622948e-05" "1.09964459699067e-06" "1.62369056622948e-05" "0.0445976841925306" "0.0445976841925306" "0.00104936223847781" "0.012638971643902"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "1.03040462055608e-06" "6.31613283603538e-06" "1.01606328657954e-06" "5.79814866820043e-05" "1.01606328657954e-06" "5.79814866820043e-05" "0.0477628932185874" "0.0477628932185874" "0.00100046368578344" "0.0184627557267069"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.89375107015824e-07" "6.62175848364486e-06" "9.76614880652747e-07" "4.11143939166511e-05" "9.76614880652747e-07" "4.11143939166511e-05" "0.0475734536758127" "0.0475734536758127" "0.0009958845477896" "0.0142358962704446"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.94358807924823e-07" "6.78638123038132e-06" "1.24758794845108e-06" "4.60637862760241e-05" "1.24758794845108e-06" "4.60637862760241e-05" "0.0459282762814707" "0.0459282762814707" "0.00111735810690361" "0.0145323593263618"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.0293352394426e-07" "5.53795809881558e-06" "1.01717864510503e-06" "4.46438661400397e-05" "1.01717864510503e-06" "4.46438661400397e-05" "0.0492795839583416" "0.0492795839583416" "0.0010075219120403" "0.018961232622855"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.55218727936065e-07" "7.57629290221118e-06" "1.04501064474034e-06" "5.04427772125728e-05" "1.04501064474034e-06" "5.04427772125728e-05" "0.0489697082680248" "0.0489697082680248" "0.00102869190856853" "0.0192070496689183"
"1" "lm" "svmRadial" "1" "1" "0" "0.01" "3" "3" "9.23289332824808e-07" "6.43195423023787e-06" "9.17932240592689e-07" "7.38997693808508e-05" "9.17932240592689e-07" "7.38997693808508e-05" "0.0484365892783799" "0.0484365892783799" "0.000951125680122216" "0.0145473663317883"
"1" "lm" "svmRadial" "1" "1" "0" "0" "3" "3" "9.78479726288806e-07" "6.44140454290357e-06" "1.01296236440724e-06" "2.78420480901377e-05" "1.01296236440724e-06" "2.78420480901377e-05" "0.0480296314768659" "0.0480296314768659" "0.000984330252635491" "0.0125769155920653"
"1" "lm" "svmRadial" "1" "1.2582034949384" "0" "0.01" "3" "3" "9.89338983379458e-07" "8.24119275424978e-06" "1.08812465019468e-06" "9.83658985528229e-05" "1.08812465019468e-06" "0.000123764317341918" "0.0470507746498642" "0.0470507746498642" "0.0010426019105641" "0.0162667666980394"
